Seq	Host	Starttime	JobRuntime	Send	Receive	Exitval	Signal	Command
215	:	1759439910.900	     1.878	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_000629505.1
221	:	1759439910.956	     1.836	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_000629385.1
190	:	1759439909.721	     3.092	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_000506185.1
188	:	1759439909.678	     3.161	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_000505985.1
207	:	1759439910.767	     2.092	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_000503175.1
230	:	1759439911.209	     1.784	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_000568115.1
225	:	1759439911.045	     1.949	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_000504485.1
232	:	1759439911.267	     1.739	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_020978345.1
224	:	1759439911.036	     1.986	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_001500235.1
229	:	1759439911.116	     1.920	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_000611995.2
233	:	1759439911.309	     1.727	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_000629325.1
231	:	1759439911.249	     1.825	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_000568215.1
227	:	1759439911.065	     2.075	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_000506805.1
228	:	1759439911.108	     2.065	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_000506885.1
234	:	1759439911.460	     1.803	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_000629305.1
193	:	1759439910.276	     2.989	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_000506065.1
191	:	1759439910.148	     3.174	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_000506025.1
195	:	1759439910.356	     2.980	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_000506365.1
192	:	1759439910.224	     3.128	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_000506045.1
235	:	1759439911.523	     1.936	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_000629285.1
194	:	1759439910.324	     3.219	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_000506345.1
242	:	1759439912.372	     1.587	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_000629145.1
237	:	1759439912.211	     1.766	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_000629245.1
236	:	1759439912.200	     1.832	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_000629265.1
239	:	1759439912.255	     1.885	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_000629205.1
238	:	1759439912.224	     1.944	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_000629225.1
243	:	1759439912.399	     1.772	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_000629125.1
244	:	1759439912.417	     1.776	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_000629105.1
245	:	1759439912.430	     1.797	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_000629085.1
241	:	1759439912.312	     1.927	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_000629165.1
249	:	1759439912.576	     1.664	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_000524595.1
240	:	1759439912.278	     2.025	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_000629185.1
262	:	1759439912.756	     1.595	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_001457615.1
251	:	1759439912.594	     1.769	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_000568235.2
259	:	1759439912.718	     1.650	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_001077475.1
254	:	1759439912.666	     1.717	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_000816985.1
260	:	1759439912.729	     1.656	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_001293085.1
261	:	1759439912.739	     1.648	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_001447845.1
253	:	1759439912.653	     1.800	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_000763245.3
247	:	1759439912.540	     1.927	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_000629045.1
255	:	1759439912.676	     1.792	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_000829255.1
246	:	1759439912.527	     1.949	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_000629065.1
257	:	1759439912.700	     1.777	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_000829885.1
252	:	1759439912.636	     1.843	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_000626655.2
266	:	1759439912.855	     1.625	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_001516005.1
256	:	1759439912.689	     1.818	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_000829275.1
263	:	1759439912.793	     1.714	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_001482325.1
265	:	1759439912.822	     1.687	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_001515915.2
267	:	1759439912.871	     1.638	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_001516105.1
248	:	1759439912.555	     1.980	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_000629025.1
264	:	1759439912.811	     1.726	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_001515845.2
258	:	1759439912.710	     1.904	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_000981825.1
250	:	1759439912.584	     2.050	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_000590905.1
274	:	1759439913.089	     1.591	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_001516305.2
269	:	1759439913.022	     1.741	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_001516185.2
270	:	1759439913.035	     1.743	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_001516205.2
272	:	1759439913.063	     1.725	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_001516245.2
268	:	1759439913.006	     1.786	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_001516165.2
275	:	1759439913.149	     1.703	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_001516325.2
273	:	1759439913.075	     1.819	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_001516265.1
271	:	1759439913.047	     1.850	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_001516225.2
276	:	1759439913.189	     1.755	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_001516345.1
278	:	1759439913.284	     1.741	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_001518975.1
280	:	1759439913.353	     1.687	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_001542835.1
277	:	1759439913.272	     1.784	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_001516385.1
279	:	1759439913.337	     1.739	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_001542795.2
281	:	1759439913.369	     1.817	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_001547955.1
282	:	1759439913.480	     1.759	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_001548135.1
283	:	1759439913.560	     1.682	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_001548335.1
285	:	1759439913.997	     1.653	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_001606045.1
284	:	1759439913.977	     1.743	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_001594325.2
286	:	1759439914.049	     1.708	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_001618925.1
288	:	1759439914.178	     1.687	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_001679685.1
290	:	1759439914.202	     1.693	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_001721745.1
291	:	1759439914.240	     1.690	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_001721765.1
289	:	1759439914.193	     1.781	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_001687285.1
293	:	1759439914.260	     1.740	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_001721805.1
287	:	1759439914.154	     1.861	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_001632245.1
292	:	1759439914.250	     1.767	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_001721785.1
297	:	1759439914.397	     1.694	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_001722045.1
294	:	1759439914.323	     1.779	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_001721825.1
295	:	1759439914.364	     1.740	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_001721845.1
305	:	1759439914.507	     1.611	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_001879525.1
296	:	1759439914.382	     1.760	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_001722025.1
306	:	1759439914.519	     1.625	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_001900195.1
307	:	1759439914.524	     1.621	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_001900225.1
298	:	1759439914.410	     1.737	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_001729505.1
300	:	1759439914.439	     1.710	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_001792835.1
308	:	1759439914.536	     1.628	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_001900265.1
301	:	1759439914.467	     1.772	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_001792855.1
304	:	1759439914.498	     1.750	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_001874465.1
309	:	1759439914.548	     1.701	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_002075065.1
299	:	1759439914.427	     1.865	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_001750705.1
302	:	1759439914.476	     1.855	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_001792875.1
313	:	1759439914.602	     1.776	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_002104615.1
312	:	1759439914.581	     1.807	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_002104595.1
303	:	1759439914.490	     1.915	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_001870265.1
314	:	1759439914.632	     1.776	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_002192475.1
316	:	1759439914.701	     1.745	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_002205335.1
311	:	1759439914.565	     1.899	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_002085755.1
310	:	1759439914.556	     1.960	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_002085605.1
321	:	1759439914.867	     1.692	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_002223805.1
315	:	1759439914.656	     1.932	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_002192495.1
318	:	1759439914.788	     1.820	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_002205375.1
317	:	1759439914.773	     1.851	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_002205355.1
323	:	1759439914.924	     1.718	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_002237425.1
326	:	1759439915.057	     1.620	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_002442855.1
320	:	1759439914.811	     1.905	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_002215345.1
322	:	1759439914.913	     1.817	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_002237405.1
319	:	1759439914.800	     1.963	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_002208645.1
324	:	1759439914.957	     1.826	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_002287725.2
327	:	1759439915.076	     1.726	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_002753655.1
329	:	1759439915.201	     1.615	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_002812865.1
325	:	1759439915.039	     1.839	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_002411865.3
328	:	1759439915.092	     1.802	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_002812845.1
330	:	1759439915.251	     1.663	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_002812885.1
331	:	1759439915.261	     1.766	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_002812905.2
332	:	1759439915.667	     1.667	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_002812925.2
334	:	1759439915.770	     1.713	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_002968515.1
333	:	1759439915.736	     1.764	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_002946935.1
335	:	1759439915.891	     1.751	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_002968585.1
336	:	1759439915.907	     1.871	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_002968655.1
337	:	1759439915.941	     1.845	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_002968695.1
338	:	1759439915.991	     1.797	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_002968955.1
342	:	1759439916.102	     1.703	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_003060845.1
341	:	1759439916.053	     1.768	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_003052005.2
351	:	1759439916.232	     1.610	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_003288335.1
340	:	1759439916.037	     1.818	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_003028335.1
339	:	1759439916.030	     1.835	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_002997005.1
347	:	1759439916.187	     1.680	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_003193645.1
349	:	1759439916.211	     1.693	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_003204335.1
343	:	1759439916.117	     1.797	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_003073615.1
344	:	1759439916.143	     1.809	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_003073735.1
352	:	1759439916.248	     1.721	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_003288435.1
353	:	1759439916.262	     1.750	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_003319235.1
354	:	1759439916.272	     1.756	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_003332705.2
348	:	1759439916.197	     1.842	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_003194245.1
350	:	1759439916.223	     1.866	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_003206535.1
361	:	1759439916.462	     1.653	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_003429205.1
345	:	1759439916.165	     1.962	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_003073795.1
355	:	1759439916.303	     1.874	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_003369735.1
346	:	1759439916.178	     2.013	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_003073895.1
356	:	1759439916.343	     1.848	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_003369755.1
357	:	1759439916.389	     1.804	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_003369775.1
360	:	1759439916.435	     1.759	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_003429185.1
358	:	1759439916.400	     1.836	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_003408495.1
363	:	1759439916.530	     1.739	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_003571505.1
359	:	1759439916.419	     1.942	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_003411785.2
362	:	1759439916.480	     1.897	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_003433235.1
365	:	1759439916.605	     1.789	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_003626935.1
364	:	1759439916.573	     1.840	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_003571805.1
370	:	1759439916.731	     1.695	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_003798145.1
371	:	1759439916.753	     1.674	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_003812165.1
369	:	1759439916.688	     1.778	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_003798125.1
368	:	1759439916.662	     1.841	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_003798105.1
367	:	1759439916.643	     1.913	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_003716765.1
373	:	1759439916.803	     1.768	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_003812905.1
366	:	1759439916.624	     1.958	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_003641125.1
377	:	1759439916.909	     1.715	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_003957825.1
372	:	1759439916.784	     1.856	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_003812885.1
379	:	1759439917.041	     1.633	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_004014755.1
376	:	1759439916.888	     1.826	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_003950015.1
374	:	1759439916.817	     1.914	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_003813005.1
375	:	1759439916.833	     1.899	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_003813025.1
378	:	1759439916.925	     1.815	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_004010895.1
380	:	1759439917.345	     1.678	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_004102665.1
382	:	1759439917.514	     1.753	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_004291075.1
383	:	1759439917.656	     1.625	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_004355125.1
381	:	1759439917.501	     1.871	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_004193735.1
384	:	1759439917.787	     1.624	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_004355145.1
386	:	1759439917.803	     1.651	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_006364735.1
391	:	1759439917.879	     1.672	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_007559085.1
389	:	1759439917.855	     1.746	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_006971785.1
393	:	1759439917.915	     1.687	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_007559125.1
387	:	1759439917.821	     1.807	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_006364795.1
394	:	1759439917.925	     1.706	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_007833895.1
390	:	1759439917.866	     1.781	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_007559065.1
392	:	1759439917.889	     1.759	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_007559105.1
395	:	1759439917.969	     1.691	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_008033725.1
385	:	1759439917.795	     1.894	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_005305005.1
402	:	1759439918.137	     1.585	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_009648875.1
396	:	1759439917.985	     1.784	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_008033745.1
397	:	1759439918.027	     1.759	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_008033765.1
388	:	1759439917.843	     1.966	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_006704595.2
399	:	1759439918.059	     1.796	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_008245185.1
398	:	1759439918.040	     1.837	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_008195485.1
400	:	1759439918.106	     1.772	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_008705235.1
407	:	1759439918.236	     1.695	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_009676885.1
403	:	1759439918.191	     1.819	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_009662315.1
410	:	1759439918.377	     1.635	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_009867055.1
401	:	1759439918.126	     1.922	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_009497675.1
412	:	1759439918.406	     1.643	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_009911735.1
404	:	1759439918.203	     1.892	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_009664165.1
411	:	1759439918.395	     1.719	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_009905195.1
405	:	1759439918.212	     1.914	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_009676765.1
406	:	1759439918.224	     1.914	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_009676785.1
408	:	1759439918.248	     1.892	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_009720405.1
409	:	1759439918.279	     1.861	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_009720425.1
417	:	1759439918.516	     1.632	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_012935295.1
416	:	1759439918.480	     1.690	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_012276675.1
413	:	1759439918.425	     1.766	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_011045375.1
414	:	1759439918.438	     1.832	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_011106815.1
419	:	1759439918.583	     1.700	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_013201095.1
415	:	1759439918.466	     1.830	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_011466835.1
422	:	1759439918.649	     1.664	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_013260445.1
424	:	1759439918.731	     1.611	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_013305765.1
426	:	1759439918.754	     1.628	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_013305845.1
418	:	1759439918.571	     1.853	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_012971705.1
425	:	1759439918.741	     1.707	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_013305815.1
421	:	1759439918.638	     1.835	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_013255565.1
427	:	1759439918.772	     1.702	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_013341295.1
420	:	1759439918.596	     1.934	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_013201115.1
423	:	1759439918.684	     1.856	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_013305645.2
428	:	1759439919.037	     1.773	0	70	0	0	write_iso_sources /home/share/pa/pa_genomes/refseq/bacteria/GCF_013343315.1
